golden_id,customer_tweet_id,customer_text,brand_reply_text,has_followup,followup_text,sample_layer,pseudo_intent,intent,escalate,escalate_reason,good_reply_elements
68,1658290,@AppleSupport needs to get it together and fix the question mark boxes that I keep seeing!,@505953 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,True,@AppleSupport This doesn’t fix the fact that im seeing it on others posts. Mine are fine but seeing it is what’s annoying.,base,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
69,1524148,@AppleSupport does the #iPhoneX come with iOS 11.1 installed? Should I upgrade my current phone to 11.1?,"@473506 Hi! The iPhone X does come with iOS 11, but may need to be updated to iOS 11.1. Check here for steps: https://t.co/80YRnjDFDk",False,,base,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
70,1537012,I'm heated my phone's charging port won't work and now my phone won't turn back on @115858 does a shitty job with these iPhones I stg,@476534 Hi. We're here to help. Have you checked out the steps here: https://t.co/8MvHMFZ83h,False,,base,battery_drain_power,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
71,2309271,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️  fix this @115858,"@368703 We certainly want to do all we can to resolve this issue. To help get us started through troubleshooting, may we have the current iOS version shown in Settings &gt; General &gt; About?",True,@AppleSupport It’s iOS 11.1,base,keyboard_autocorrect_bug,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
72,2138197,Panchod... what is this shit @AppleSupport https://t.co/jU37MjvzPY,@628905 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,False,,base,other,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
73,1589335,Why can’t I see the emojis after the update? @AppleSupport,@488717 Hey there! We'd like to lend a hand. Could you tell us which iPhone and iOS  version you're using?,True,@AppleSupport iPhone 8 Plus. Version 11.1,hard_c,keyboard_autocorrect_bug,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
74,1803119,iOS 11 doesn’t talk to my car’s entertainment system anymore. Worked great on 10. Thanks @AppleSupport ! https://t.co/uIYzE9OzBI,@308952 We're happy to help. Can you tell us which version of iOS 11 you are currently using please?,True,@AppleSupport 11.0.1 on an iPhone 7 and no way am I updating any further until you guys fix the battery drain and these bugs. Let us go back down to 10.,hard_c,other,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
75,2773153,How the shit am I charging my phone and it goes from 98 to 81 percent? @115858 wth,@775086 We can help get this charging like it should. Are you using the Apple branded charger and adapter that came with your iPhone? What phone and iOS do you have?,False,,base,battery_drain_power,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
76,1240105,@AppleSupport The device is a @23262 #kickrsnap. It shows fine on my @13948 #fenix. But no show on #iPhone,"@410880 Thanks! Have you been able to pair the device previously with iPhone? Meet us in DM to continue, please. https://t.co/GDrqU22YpT",False,,base,connectivity_network,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
77,35347,"@AppleSupport my iphone 6s is rendered two 2 hours. Drained battery, killed all non used apps and still two hours. #newiosblows",@123705 Let's look into what's happening together. Send us a DM telling us the country you're located in to begin. https://t.co/GDrqU22YpT,False,,hard_c,battery_drain_power,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
78,2179471,"@AppleSupport whatever is wrong with the operating system, you people need to fix.  I’ve had this 7 for a few months and this phone has been a pain in the ass for the last month or so.","@582125 We're glad to help. Tell us what's going on? Also, what version of iOS are you currently running? Find that in Settings &gt; General &gt; About.",True,"@AppleSupport It’s the current one.  I checked.  Apps refuse to open and when they get stuck, I can’t get my phone to reset or even turn off until the phone decides it wants to.  Usually after a couple of minutes of being stuck on whatever app",hard_c,system_performance_freeze,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
79,2280579,@AppleSupport I accidentally bought an app for £6.99 but it was an accident. Pls help refund this???,"@662957 Hello. we are here to help. Please use the following link for further assistance with this purchase:

 https://t.co/SDIe7UiyJN",True,@AppleSupport I tried to refund it but it says item not available for refund 😳😳😳😳,base,system_performance_freeze,billing_app_store,no,None - Standard technical troubleshooting path.,- Direct customer to reportaproblem.apple.com to review purchase history; outline refund request process; explain subscription cancellation steps.
80,1345651,Left home with full charge this morning at 8:30... Why is my phone at 26% with minimal usage? 😡 @AppleSupport,@433776 We can help. Which iPhone do you own? What iOS is shown in Settings &gt; General &gt; About?,True,@AppleSupport 6s. iOS 11.1 beta 5,base,connectivity_network,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
81,1492293,"Dear @115858 

I️  

From Angry Customer",@466547 We’ve got your back. Check out the workaround in this article and DM us any questions you may have: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT,False,,base,battery_drain_power,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
82,462016,@115858 can you help me ? https://t.co/10qVPVahne,"@224795 Thanks for reaching out to us for support. We would love to help you. When you have a free moment, please check out the following link for support. 

If your Apple ID is locked or disabled
https://t.co/HH37urdbz9",True,"@AppleSupport I’ve done that.  I can sign in and sign out, but when I try and update an app it says ‘disabled’.",base,other,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
83,1173946,Apple account has been disabled...why? Why was I not told? Why can’t I download apps. Stupid @AppleSupport,@396120 This article explains what to do when your account is disabled: https://t.co/HH37uqVAaz,True,@AppleSupport Followed it and “recovered” my account yet my Apple ID is still disabled. What next then?,hard_a,audio_music_playback,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
84,109050,"@AppleSupport Do I have to buy an iPhone 8 directly from Apple to be eligible for AppleCare+ or can I buy the phone separately and add AC+ afterwards, as long as it's within 60 days of my purchase?","@140204 That's a great question! No, you don't have to buy your iPhone directly from us. Please take a look at the following article for some guidance on purchasing an AppleCare plan for your device: https://t.co/brpZQUaYqu",True,@AppleSupport Thank you very much!,base,account_icloud_login,billing_app_store,no,None - Standard technical troubleshooting path.,- Direct customer to reportaproblem.apple.com to review purchase history; outline refund request process; explain subscription cancellation steps.
85,1990610,@115858 Cannot seem to order the X is there a problem?,@278601 Thanks for reaching out. We're here to help. DM us letting us know your current country so we can look into this further with you. https://t.co/GDrqU22YpT,False,,base,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
86,2500898,"So, @115858 and the @118936 is warning me that I can’t get a refund when I press buy and something about 14 days... Does this mean I can get a refund Before buying the app?
Idiotic system. Lack of refund is a major problem in the App Store.",@713432 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,False,,hard_c,keyboard_autocorrect_bug,billing_app_store,no,None - Standard technical troubleshooting path.,- Direct customer to reportaproblem.apple.com to review purchase history; outline refund request process; explain subscription cancellation steps.
87,1830275,Hey @115858 can you PLEASE update iOS so my Bluetooth stops disconnecting from my car every five minutes?,@549235 We can offer some assistance. Which device are you having this issue with? Let us know in DM and we'll continue there. https://t.co/GDrqU22YpT,False,,base,connectivity_network,connectivity_network,no,None - Standard technical troubleshooting path.,- Guide user to Settings > General > Reset > Reset Network Settings; advise toggling Airplane Mode; ask to test on alternate Wi-Fi network.
88,1918026,@AppleSupport I’m so over iphones at this point. there’s always something wrong with my phone. i need assistance please,"@212364 We're happy to see how we can help with your iPhone. To get started, DM us what's going on. We'll meet you there. https://t.co/GDrqU22YpT",False,,base,audio_music_playback,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
89,1867138,"@AppleSupport Camera didn’t recognize bar code? One of the kind store associates helped me out, but frustrating experience.","@557775 Does it appear to be working now? If not, let's pair up in DM to get a closer look at what happened here. https://t.co/GDrqU22YpT",False,,base,camera_photos_media,camera_photos_media,no,None - Standard technical troubleshooting path.,- Verify if issue occurs in front vs rear lens and 3rd-party apps; suggest force-closing Camera app; check iCloud Photos sync status.
90,633890,"@115858 @AppleSupport Hi, hope you can assist.I recently lost my phone however I still have my apple watch. Do you know of an app that can help with regards to getting workouts synched for vitality etc. Thanks","@270259 We're sorry to hear about the loss of your iPhone. To sync your data, the Apple Watch would need a synced iPhone. DM us if you have further questions on this. https://t.co/GDrqU22YpT",False,,hard_d,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
91,1983987,@AppleSupport you was up with this &gt;&gt; I️,@587262 We'd love to look into this with you. Let us know which software version is currently running on your phone. DM us here: https://t.co/GDrqU22YpT,False,,base,keyboard_autocorrect_bug,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
92,2062869,The new iOS 11 update is terrible. My phone keeps freezing and shutting off by itself. Thanks @115858,"@610084 We're here to help. Does it freeze while using a particular app? When it reboots, what do you see? Let us know in DM. https://t.co/GDrqU22YpT",False,,hard_d,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
93,1752412,@AppleSupport There are still some issues. As mentioned before I’ll keep an eye on it and ask again if necessarily. Thanks for you help!,@527931 That sounds like a great plan. We will be here if you need us.,False,,hard_d,system_performance_freeze,other,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
94,2106013,Anyone else having issues with their camera since the upgrade to #ios11? More often than not my camera shows a black screen. @AppleSupport https://t.co/Nup5edwUxm,@478379 Let's get your camera working properly. Please work through these steps https://t.co/7lrNmsJrXs and DM if the issue continues.,False,,base,camera_photos_media,camera_photos_media,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Verify if issue occurs in front vs rear lens and 3rd-party apps; suggest force-closing Camera app; check iCloud Photos sync status.
95,2506703,@AppleSupport Can you explain to me as to why earlier when I went into my photos app on my phone that it shut down and now all my photos are gone? Including the ones that were transferred over to my iCloud... they are also gone. Cheers. I want an explanation...,"@714728 We'd love to help with this. First, we know how important your pictures and videos are so we'd like to check to make sure they're available on your account by signing into the iCloud website: https://t.co/MdGttkkFL9 DM us using the following link and we'll dig in. https://t.co/GDrqU22YpT",False,,base,account_icloud_login,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
96,550848,@AppleSupport it still says it’s restricted for me https://t.co/qyI61fjqtM,@248334 We have received your DM. Look for a reply from us there shortly.,False,,base,other,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
97,1709239,Just fully charged my iphone &amp; it reads 51% @115858 are terrible at declaring their true percentages #ParadisePapers,@517917 Having your iPhone's battery life indicate as accurately as possible is important. What iOS version is on the iPhone currently?,False,,base,battery_drain_power,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
98,52290,Dear @115858 I can turn my own Bluetooth&amp;wifi on/off.. and please give me back my ringer volume buttons. K thanks,"@127762 Happy to help, head to Settings &gt; Sounds &amp; Haptics and make sure that ""Change with Buttons"" is turned on.",True,@AppleSupport 🤦🏽‍♀️ thank you!!,base,connectivity_network,connectivity_network,no,None - Standard technical troubleshooting path.,- Guide user to Settings > General > Reset > Reset Network Settings; advise toggling Airplane Mode; ask to test on alternate Wi-Fi network.
99,146685,"IOS 11.1.2 battery draining is shitting on me. My iPhone 6S’ battery literally goes from 70% to 30% in minutes, and to make it worse, it takes over 4 hours to fully charge. @AppleSupport",@149299 We want to help. DM us if this has only been happening since the most recent update and let us know which country you're in. We'll go from there. https://t.co/GDrqU22YpT,True,@AppleSupport @149299 Been sending you DM’s for over two weeks and no response. Have you fixed a single person’s iOS 11.x.x battery problem yet?,base,battery_drain_power,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
100,303132,@115858 I can't ACTIVATE MY NEW PHONE bc i need a verification code being sent to my phone that I can't get until it's activated pls help,@188353 We'd love to help! This link will help you get a verification code: https://t.co/gZlEJEsNrU,True,@AppleSupport it still isn't working :'( has me locked out for too many attempts v frustrated just want to be able to use my phone,hard_a,keyboard_autocorrect_bug,account_icloud_login,no,None - Standard technical troubleshooting path.,- Direct user to iforgot.apple.com; guide through Two-Factor Authentication recovery steps; caution against sharing credentials publicly.
101,2973436,"@AppleSupport I just opened my new iPhone X, Apple Watch can be paired with both phones at the same time?","@820054 We're happy to answer that. The Apple Watch functions as an extension of the iPhone to which it is paired. Pairing to two iPhones would cause conflicting information, so it can only be paired with one iPhone at a time. Let us know if you have further questions.",True,"@AppleSupport Yes, I do have one more, meaning I have to reset Watch and do it all over again? Thanks 🙏",hard_a,system_performance_freeze,connectivity_network,no,None - Standard technical troubleshooting path.,- Guide user to Settings > General > Reset > Reset Network Settings; advise toggling Airplane Mode; ask to test on alternate Wi-Fi network.
102,1277191,"@AppleSupport @418918 Norway, same problem. Please fix this 😒",@418917 DM us which device and version of iOS you’re using. We’ll work together to find a resolution. https://t.co/GDrqU22YpT,False,,base,battery_drain_power,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
103,2002683,"@115858 @AppleSupport A phone that costs this much money shouldn’t have any problems, but no, mine is full of bugs and glitches that “aren’t fixable”.",@592188 Let’s work together on this situation. Could you let us know more details via a DM? We’ll keep moving forward from there. https://t.co/GDrqU22YpT,False,,base,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
104,2136626,"My dad has spent 5hrs trying to sort out his new #iphone8 
Laughing at him stopped being funny 2hrs ago. 
@115858 SEND HELP https://t.co/XWuRRfraqc",@628529 We’ll be glad to partner with your dad. Have him send us a DM here: https://t.co/GDrqU22YpT,False,,base,other,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
105,1232302,@AppleSupport I’ve read all that before and it doesn’t apply. Only way for me to make it work is to turn on Dictation,"@142965 Got it. Reach out to your carrier to be sure this is a supported feature, then update us in DM: https://t.co/GDrqU22YpT",False,,hard_c,system_performance_freeze,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
106,1132173,@AppleSupport I have a month with my iPhone 8plus³ and still do not finish loading my photos.! I have good Internet and no load!,@386788 Hi there! We've received your DM as well and look forward to working with you there.,False,,base,system_performance_freeze,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
107,1697313,@AppleSupport I️ please fix your bug in the latest update please,@514843 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,False,,base,battery_drain_power,keyboard_autocorrect_bug,no,None - Standard technical troubleshooting path.,- Acknowledge known iOS autocorrect letter glitch; provide Settings > Keyboard > Text Replacement workaround; advise updating to latest iOS patch.
108,1971081,fix your ish @115858 https://t.co/W7knTsBXhI,@583847 We'd like to look into this with you. Please DM us your current iOS version and what kind of iPhone you're using. https://t.co/GDrqU22YpT,False,,base,other,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
109,2841997,@AppleSupport Thank you. So after the account recovery is successful I should be able to log her into a new iPhone? Her phone was lost so I'm trying to transfer service to another one.,"@460161 Great question! Once the Account Recovery process has completed, you’ll be able to access her account so you can make changes and sign in on her new device.",True,"@AppleSupport Another question, if we buy her a new iPhone will this problem prevent it from being activated (or being used as a phone with her existing number)?",base,system_performance_freeze,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
110,61405,@AppleSupport I have updated to the latest version and now my phone is slower than ever!! What in the fuck??? Either give me my 700$ back or fix my phone. I want it to be as fast as it was the day I purchased it. And no memory is not full cause it’s the 64gb! Fix this @115858,@130049 Let's check this out together. Follow us to DM and we'll take a closer look. https://t.co/GDrqU22YpT,False,,hard_b,battery_drain_power,billing_app_store,no,None - Standard technical troubleshooting path.,- Direct customer to reportaproblem.apple.com to review purchase history; outline refund request process; explain subscription cancellation steps.
111,1760243,So I keep getting unknown errors when I try to update my phone... @AppleSupport what's good?,@529791 WE'd like to help! Are you updating over the air via Wi-Fi or iTunes on the computer?,True,@AppleSupport I did both and still received an error notification,hard_a,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
112,2291643,"Phone freezes all the time now. I'll be in the middle of typing an iMessage &amp; it just stops typing, then jolts back to life like a frozen computer. All of my apps freeze as well. Snapchat/tinder the most. This is literally the worst update ever for a phone. @AppleSupport #ios1103","@267786 We're here for you. Send us a DM, and we'll continue investigating this issue together there. https://t.co/GDrqU22YpT",False,,hard_b,keyboard_autocorrect_bug,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
113,620215,My work computer crashed twice in an hour already!!! @AppleSupport fix ya shit!,"@267202 We'd be glad to look into this with you. Meet up with us in DM with as many details as you can, and we'll get started working on solutions. https://t.co/GDrqU22YpT",False,,base,keyboard_autocorrect_bug,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
114,2299184,"The phone’s touchscreen literally did not work and touched everything by itself like crazy just after 10 minutes after activating the iPhone X. Finally it ended up unresponsive. I paid $1,490 for this piece of rock??? @AppleSupport","@667359 Thank you for reaching out to us. We're here to help. To start, we recommend following the steps outlined in this article: https://t.co/kQXBriN504

Let us know if the issue continues after completing those steps.",True,@AppleSupport The screen is now completely unresponsive and the phone is unusable. I did lots of research and restarted like 100 times already and still it is like a piece of rock. The phone shop also doesn’t change a new one for me. I lost all my trust with Apple finally.,hard_a,system_performance_freeze,system_performance_freeze,no,None - Standard technical troubleshooting path.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
115,589538,"@AppleSupport I have an iPhone 7 running 11.1.2 with massive battery issue (battery was fine on 10.x). In 1h28m of use (mostly Safari, no video), I have dropped 25%. See attached. Could it have anything to do with brand new Apple watch 3 with cellular? https://t.co/BvXwHL2vqF",@252265 We understand battery life is important. We want to help. Have you had a chance to update to iOS 11.2? Make sure you have a backup prior to updating: https://t.co/4f8hwT5to6,True,"@AppleSupport No. I read through the release notes for 11.2 and saw nothing about fixing battery life. Did I miss something? If 11.2 is even worse, I know I can't go back.",base,battery_drain_power,battery_drain_power,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
116,483165,"Bekam jemand von Euch dieses von @AppleSupport mit #ios11 verursachte Problem der #Foto-App gelöst? Ein workaround vielleicht? In der #iCloud sind die Fotos vorhanden, aber kommen nicht zurück aufs #iPhone - bei mir fehlen 10.000 davon seit ios11 #Iphonesucks #iphone6 @216880 https://t.co/ZsmcTMPQtM",@122941 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,True,"@AppleSupport I just mentioned you, since you are obviously the only account here from Apple, which is alive (though you are worth $ 874.000.000.000 you don't have money for a German-speaking Twitter support account..), but the tweet is directed to others with the same bug, you did not remove.",hard_b,other,account_icloud_login,no,None - Standard technical troubleshooting path.,- Direct user to iforgot.apple.com; guide through Two-Factor Authentication recovery steps; caution against sharing credentials publicly.
117,2776048,@AppleSupport 2007 iMac running 10.11.6.  Suddenly keep getting warning about this Mac can’t connect to iCloud error. However messages and FaceTime calls keep coming through.,"@248164 You’re in the right place for help. Since noticing this message, have you had a chance to restart your iMac? This step may seem simple, but it can resolve minor issues.",True,@AppleSupport This issue has once again come back.,hard_a,system_performance_freeze,account_icloud_login,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Direct user to iforgot.apple.com; guide through Two-Factor Authentication recovery steps; caution against sharing credentials publicly.
118,2121588,"@AppleSupport I was using apple mail, music and fb. Nothing else.",@245900 Alright. Send us a DM and we can take a closer look into this. https://t.co/GDrqU22YpT,False,,base,audio_music_playback,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
119,2277983,"@AppleSupport Really, still? https://t.co/tNEltaT3Jt",@662410 We want to help. Were you just in an application while your device was being held in this orientation? What's the exact iOS software being used? Does restarting your device make any difference?,False,,base,other,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
120,1990465,@AppleSupport - Control Center Wi-fi and Bluetooth option r not actually turning off the things already on . Fix please #iOS11 v3,@589071 The following guide details the relationship between Wi-Fi and Bluetooth within Control Center: https://t.co/G7BHuQnDS6,False,,base,connectivity_network,connectivity_network,no,None - Standard technical troubleshooting path.,- Guide user to Settings > General > Reset > Reset Network Settings; advise toggling Airplane Mode; ask to test on alternate Wi-Fi network.
121,1626577,"@AppleSupport old 6S iCloud backup “cannot delete at this time”, been trying for 2 days now. Can you help me get rid of it?",@268292  Here is a link on how to delete the back up. Please reach out in DM if you are still having the issue https://t.co/vU7gSUiOfd,False,,base,account_icloud_login,account_icloud_login,no,None - Standard technical troubleshooting path.,- Direct user to iforgot.apple.com; guide through Two-Factor Authentication recovery steps; caution against sharing credentials publicly.
122,103230,@AppleSupport hi. i received an email about icloud payment from this email account and i'm wondering if it's fake since I domt have any apple decives at the moment so I didn't purchase anything. https://t.co/QHAcj2BpOA,@138714 Thanks for taking the time to reach out. We know it's important to be able to identify legitimate emails and we're here to get you pointed in the right direction. You'll want to review this article for help: https://t.co/LNMCdqt6fD,False,,hard_b,other,account_icloud_login,no,None - Standard technical troubleshooting path.,- Direct user to iforgot.apple.com; guide through Two-Factor Authentication recovery steps; caution against sharing credentials publicly.
123,2583093,"@AppleSupport good morning, please I need a help to fix my iPhone, it stops working due to the big issue in ios 11.0.1.
how can I let it work again without losing any of my data? 
thanks in advance",@732017 Good morning to you as well! We'd be happy to assist. Can you provide us with specific details about the issue you're having? We can provide you with customized troubleshooting steps based on that.,True,"@AppleSupport Thanks, I just start chatting with support right now 
thank you again",hard_d,keyboard_autocorrect_bug,system_performance_freeze,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
124,1171420,"@AppleSupport Hi, is it a known issue that after latest update ssh is no more working with all agents crashing or freezing? I.E. No @43874","@395501 Let's look into this together. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",False,,base,system_performance_freeze,system_performance_freeze,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Request exact device model and iOS version; suggest force-restart; offer DM link for step-by-step diagnostic settings.
125,826281,I spend more time trying to get my Apple iBabyCare to work than trying to put my baby to sleep. @AppleSupport 🤦🏼‍♀️,@316816 We're here to help. DM us what iOS version you're on. https://t.co/GDrqU22YpT,False,,base,account_icloud_login,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
126,704499,"@116333 sir i am from India and I have one complaint about apple service centre in India , I have iPhone 5s which is out of warranty and showing one issue while charging that These accessory may not be supported. I went two times at the Apple service centre for the problem.","@288350 Let's take a look at this with you. Send us a DM with more information on what you're seeing when you connect the cable. Also, have you tried another cable with the device? https://t.co/GDrqU22YpT",True,@AppleSupport Yes I have used a new cable which was given by apple service centre but still I am encountered with the same problem.,hard_a,system_performance_freeze,battery_drain_power,yes,Rule 1: Legal / Regulatory / Law Enforcement / Chargeback Threat.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
127,2171626,@AppleSupport Wow thanks!,"@313826 No problem, we're happy to help!",False,,base,system_performance_freeze,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
128,2955453,@AppleSupport can I add company name to my billing address for my personal Apple ID? Sometimes I buy software that I use at my company (self-employed). Would love to get VAT invoices for those particular orders (like recent @815844 Pro purchase). 😀,@623227 Thanks for taking the time to reach out to us. We'd like to get you in touch with our wonderful iTunes Store Advisors in regards to that question. You can reach them by using the following link: https://t.co/SDIe7UiyJN,False,,hard_b,keyboard_autocorrect_bug,account_icloud_login,no,None - Standard technical troubleshooting path.,- Direct user to iforgot.apple.com; guide through Two-Factor Authentication recovery steps; caution against sharing credentials publicly.
129,565047,"@115858 As much as I love Apple and have sworn by it I have to agree with that IOS11 has ruined my 6s ... it locks up, the battery is drained and my camera has stopped working 😂 going by how well I look after my phone personally I would of expected abit better out of the software",@257972 We want to help with your performance concerns. Reach out via DM using the link below and let us know what version of iOS 11 you're using. You can check by tapping Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,False,,hard_b,battery_drain_power,battery_drain_power,no,None - Standard technical troubleshooting path.,- Acknowledge battery drain issue; instruct checking Settings > Battery for high-usage apps; provide DM link for battery diagnostics.
130,1355490,"@AppleSupport @115725 @VerizonSupport  my iPhone X has been ""reserved""...what does this mean",@406607 Our Online Sales Support would be best suited to assist you. You can reach them here: https://t.co/8yjRd1Xo0i,True,@AppleSupport @406607 If they were answering the phones you mean?,base,system_performance_freeze,other,no,None - Standard technical troubleshooting path.,- Acknowledge customer feedback empathetically; ask clarifying questions regarding specific behavior; provide official Apple Support resources.
